Id,Sentence,Entity_1,Entity_2,Relation
3942,"The union represents about 19 percent of gold employees at companies belonging to the Chamber of Mines, which speaks for the industry, and 65 percent of workers at Sibanye's biggest site, Driefontein.",union,gold employees,represents
3943,"The Academy of Medical Royal Colleges, which represents about 220,000 British doctors, in February proposed testing the tax for a year as one of 10 recommendations for curbing obesity.",Medical Royal Colleges,British doctors,represents
3944,"The retailer is targeting revenue of 3 billion euros and Ebitda of 750 million euros in 2015, with the retail business representing at least 55 percent of revenue by then.",retail business,revenue,represents
5348,Lordkipanidze said the Dmanisi artifacts offer the earliest known representation outside of Africa of human development after the migration.,Dmanisi artifacts,human development after the migration,represents
5349,"Given that the population of individuals showed no greater range of variation than that of 5 humans or bonobos, the researchers proposed that early Homo individuals may not represent three species, but one.",early Homo individuals,one species,represents
5350,Teles reiterated that the company plans to expand into Namibia and open a representative office in Johannesburg.,representative office,Teles,represents
5351,"Beef Concessions While the EU bought 8.9 percent of Canadian exports in 2012, Canada represented 1.9 percent of total EU exports, according to Statistics Canada and Eurostat data.",Canada,1.9 percent of total EU exports,represents
5353,"The sales figures represent totals from all stores in the chain, while Lawson's revenue comes primarily from fees paid by franchise owners.",Sales figures,Totals,represents
5354,"The House of Representatives also backed the agreement, aimed at preventing the country's borrowing authority from lapsing today.",House of Representatives,preventing the country's borrowing authority from lapsing,represents
5355,"Cases reported to the WHO may represent ""the tip of the iceberg,"" the University of Hong Kong's Peiris said in an interview.",Cases reported to the WHO,the tip of the iceberg,represents
5356,"Lonegan, who is legally blind, failed in bids for the U.S. House of Representatives in 1998 and for governor in 2005 and 2009.",House of Representatives,bids,represents
5357,"Ending Gridlock â€˜â€˜This election was a rejection of a destructive Tea Party agenda that shut down the government and threatened default on our bills,'' Debbie Wasserman Schultz , a U.S. representative from Florida and chairwoman of the Democratic National Committee , said in a statement.",Debbie Wasserman Schultz,Florida,represents
5358,"Budget Talks Top budget negotiators, including Republican Representative Paul Ryan of Wisconsin and Democratic Senator Patty Murray of Washington, began meeting today.",Paul Ryan,Wisconsin,represents
5360,"""That said, the reduction in subsidies doesn't exactly break the bank here."" The loss represents a ""minute"" fraction of the state's $98 billion general-fund budget, he said.",The reduction in subsidies,"a ""minute"" fraction",represents
5361,"His cabinet, backed by the Socialists and the Movement for Rights and Freedoms, which represents ethnic Turks, has survived about four months of street protests against what demonstrators say is a corrupt political system.",the Movement for Rights and Freedoms,ethnic Turks,represents
5362,"Gathered in Des Moines for the annual World Food Prize, representatives from Monsanto, DuPont, Deere and others say that shipping food from regions where technology is creating a surplus to areas where productivity is struggling to keep up can keep the world fed as the global population zooms past 9 billion by 2050.",representatives,"DuPont, Deere and others",represents
5364,"Negotiations between the railway and Teamsters Canada Rail Conference, the union that represents the company's conductors, railmen and yardmen, will resume Oct. 21 with mediators appointed by the federal minister of labor, he said.",Teamsters Canada Rail Conference,"conductors, railmen, and yardmen",represents
5366,"""It would appear as though we're kicking the can down the road one more time,"" Representative Jim Bridenstine, an Oklahoma Republican, said in an interview.",Jim Bridenstine,Oklahoma,represents
5367,"""I do not come here to pin a rose on this legislation,"" said Representative Nancy Pelosi of California, the Democratic leader.",Nancy Pelosi,California,represents
5368,"""After two long weeks, it's time to end the government shutdown,"" said Representative Hal Rogers, a Kentucky Republican and chairman of the House Appropriations Committee.",Hal Rogers,Kentucky,represents
5369,"The speaker received a standing ovation at the meeting, said Representative Lynn Westmoreland, a Georgia Republican.",Lynn Westmoreland,Georgia,represents
5370,"Budget Negotiations ""It would appear as though we're kicking the can down the road one more time,"" Representative Jim Bridenstine, an Oklahoma Republican, said in an interview.", Jim Bridenstine,Oklahoma,represents
5371,"That represents a potential windfall for private-equity suitors, who could tie the company more strongly to the construction market by spinning off the unit that makes glass fiber for golf clubs and cars, BB&T Corp. said.",That,potential windfall,represents
5373,"Obamacare aside, events have actually gone the movement's way ever since Republicans wrested control of the House of Representatives in the 2010 midterm elections.",Republicans,House of Representatives,represents
5374,"The Greek king Pyrrhus, after whom Pyrrhic victories are named, once said, ""If we are victorious in one more battle with the Romans, we shall be utterly ruined."" To understand why Tea Party heroes such as Senator Ted Cruz of Texas and Representative Michele Bachmann of Minnesota rail against compromise, it's instructive to recall how the Tea Party got started in the first place.",Michele Bachmann,Minnesota,represents
5375,"The towns represented dozens of other local governments, charities and churches that also relied on Lehman's advice.",towns,"local governments, charities, and churches",represents
5376,"Global investors withdrew $26 billion from emerging market bond funds between May 29 and Sept. 18, representing about 10 percent of their total assets, according to Barclays Plc, citing data from EPFR Global.",$26 billion,10 percent of their total assets,represents
5377,"I hope that everyone is prepared to reach a solution as soon as possible."" Budget Sovereignty The legal service of the Council of the European Union, an EU institution representing national governments, has also raised concerns about budget sovereignty and the powers of a proposed central board.",Council of the European Union,national governments,represents
5378,"Madoff ""was an utter genius at manipulating people."" â€˜Absurd' Claims Jerry Reisman , a lawyer representing 35 victims of Madoff in litigation over the fraud, said yesterday in an e-mail any claim that the defendants were duped by Madoff is ""absurd."" ""They were not only complicit, but their actions enabled Madoff to continue his deceitful operation,"" Reisman, whose clients lost $125 million, said.",Jerry Reisman,35 victims of Madoff,represents
5379,"""There needs to be supervision and management to prevent conflicts,"" said Jacob Zamansky, a lawyer who has represented investors over soured structured notes.",Jacob Zamansky,investors,represents
5380,"Some of the book material involves Grunwald and Anderson's interviews of Geithner, which would be inappropriate for disclosure, wrote John Kiernan of Debevoise & Plimpton LLP., who is representing the New York Fed and Geithner.",John Kiernan,New York Fed and Geithner,represents
5382,Figures for average pay don't represent what any employee actually receives and are calculated by dividing the total compensation expense by the number of workers.,Figures for average pay,dividing the total compensation expense by the number of workers,represents
5385,"A net 46 percent of 183 money managers, who together oversee $500 billion, said they were overweight euro-area stocks, meaning they held more of the shares than are represented in benchmarks, according to the survey.",benchmarks,shares,represents
5386,"Almost two-thirds of the 60 Republican state representatives, including Speaker William Batchelder, protested the move yesterday.", William Batchelder,Republican state,represents
5387,"""It's too much like what Obama does."" Contrarian Governor Kasich lacked the will to move his party, and bypassing the full legislature will invite costly legal challenges that could delay enrollments, said Representative Chris Redfern of Catawba Island.",Chris Redfern,Catawba Island,represents
5390,"Their ingenious solution, consistent with the letter of civil-rights law, was to create Democrat-dominated districts that would elect racial minorities, keeping the numbers of minority representatives stable while still reducing the number of Democratic districts.",minority representatives,minority,represents
5391,"Freed from chasing the median national voter, Tea Party representatives could move far to the right without fear of being voted out of office.",Tea Party representatives,Tea Party,represents
5392,"""The shock wave will last for months."" Kelley -- whose union represents 150,000 federal employees at 31 agencies including the Treasury and Commerce Departments - - said one of the biggest impacts of the shutdown stems from the temporary halt in the IRS's tax collection efforts.",Kelley's union,"50,000 federal employees at 31 agencies",represents
5394,"It's not laziness, it's progress."" Pubs may be keen to sign up, seeking to speed orders when drinkers are four- and five-deep at the taps, said Neil Williams, a spokesman for the British Beer and Pub Association , which represents U.K. brewers and watering holes.",British Beer and Pub Association,U.K. brewers and watering holes,represents
5396,"Yesterday, Kaplan co-hosted a roundtable in New York organized by the Structured Finance Industry Group that represented an effort to accelerate the market's revival by reducing mistrust among market participants.",roundtable,effort to accelerate the market's revival,represents
5397,"Representative Tim Walberg of Michigan , a former pastor, rose to thank Boehner for not asking him to come along to the White House meeting, saying he was afraid it might inspire ""un-Christian feelings"" in him.",Tim Walberg,Michigan,represents
5398,"The mood was somber as the meeting opened with Representative Steve Southerland of Florida , a former funeral home director, leading the group in the spiritual ""Amazing Grace."" When Boehner rose to speak, he started with the ""Serenity Prayer"" made famous by Alcoholics Anonymous -- which includes the plea to ""accept the things I cannot change"" -- and described his proposal as ""our only play."" It would re-open the government with enough funding to last through Jan. 14, 2014, raise the debt ceiling with borrowing authority to last until Feb. 7, scrap lawmakers' and the president's federally funded health-insurance premiums under Obamacare, tighten income verification for insurance enrollees seeking federal subsidies, and repeal an excise tax on medical devices.",Steve Southerland,Florida,represents
5399,"Way Out ""It's not like it's Day One or Day Two here, we're figuring out that our options are limited in a split government, and maybe some of the optimistic views from the Senate couldn't or wouldn't come to pass,"" said Republican Representative Bill Huizenga of Michigan.",Bill Huizenga,Michigan,represents
5400,"""This is it,"" Representative Devin Nunes of California said on his way out of the meeting.",Devin Nunes,California,represents
5401,"""We stuck together, we lost, and we'll regroup,"" Boehner told Republicans behind closed doors, said Representatives Richard Hudson of North Carolina and Mick Mulvaney of South Carolina, who were present.",Richard Hudson,North Carolina,represents
5402,"The world's top 15 players will qualify, with a maximum of four representatives from each nation.",world's top 15 players,each nation,represents
5403,"Vilson de Andrade, a CBF representative who attended yesterday's sport and leisure commission hearing into soccer debt, said several clubs ""won't open their doors"" when the new season starts in January unless a solution is found.",Vilson de Andrade,CBF,represents
5404,"Samsung's outside counsel e-mailed a version of the report to Samsung employees and lawyers representing the company in ""courts and jurisdictions outside the United States ,"" according to the order.",lawyers,company,represents
5405,The House of Representatives began debate at 9:24 p.m. and plans to vote later tonight.,The House of Representatives,debate,represents
5406,"The speaker received a standing ovation at the meeting, said Representative Lynn Westmoreland, a Georgia Republican.",Lynn Westmoreland,Georgia Republican,represents
5408,"""It would appear as though we're kicking the can down the road one more time,"" Representative Jim Bridenstine, an Oklahoma Republican, said in an interview.",Jim Bridenstine,Oklahoma Republican,represents
5409,"Siemens will eliminate 15,000 posts, representing 4 percent of its 370,000 workers worldwide, and a third of the reduction will come in the German home market, the company said last month.",Siemens,workers,represents
5410,"The infrastructure and cities division, set up by Loescher in 2011, is the least profitable at Siemens, with profit representing 6.3 percent of sales last year.",Loescher,infrastructure and cities division at Siemens,represents
5411,"Sun Life's Asia unit, which includes Hong Kong and the Philippines , represents the strongest economic-growth region, according to Tom MacKinnon, an analyst at BMO Capital Markets.",Sun Life's Asia unit,Hong Kong and the Philippines,represents
5412,(3) Diffusion indexes represent the percentage of respondents indicating an increase minus the percentage indicating a decrease.,Diffusion indexes,respondents' sentiment,represents
5413,"Already the largest private provider of Medicare plans, UnitedHealth said Oct. 15 that it was extending a 15-year-old marketing agreement with AARP , the Washington-based group representing older Americans, through 2020.",UnitedHealth,AARP,represents
5414,"""Despite subscriber net adds being a bit light and churn a bit higher, Verizon was able to still beat on wireless service revenue and margin."" The company sold 7.6 million smartphones with the Apple Inc. iPhone representing 51 percent or 3.87 million of the total, Chief Financial Officer Fran Shammo said on the earnings conference call today.",Verizon,Chief Financial Officer Fran Shammo,represents
5415,"Wal-Mart will close more than 20 China stores representing about 2.5 percent of its total sales volume there over the next year, Scott Price, its Asia chief said in a conference call on Oct. 15.",Wal-Mart,more than 20 China stores,represents
5416,"""The reason openings are miserable is the same reason people still go,"" says an artist represented by a Lower East Side gallery.",artist,Lower East Side gallery,represents
5417,"""The level of family control -- Mr. Murdoch owns 40 percent of voting shares -- and the dual-class share structure which denies voting rights to Class A shareholders, were engineered to keep power in the hands of Mr. Murdoch,"" said Julie Tanner , a representative of Christian Brothers.",Mr. Murdoch,Julie Tanner,represents
5418,"""It's a process -- there's no just turning the light switch on after we had to turn it off."" Shenandoah Park The 245,000 people who visit Shenandoah National Park in October represent almost 25 percent of its annual traffic, park spokeswoman Karen Beck-Herzog said in a phone interview.",Shenandoah Park,"245,000 people",represents
5419,"Kelley -- whose union represents 150,000 federal employees at 31 agencies including the Treasury and Commerce Departments - - said one of the biggest impacts of the shutdown stems from the temporary halt in the IRS's tax collection efforts.",Kelley,federal employees,represents
5420,"EU Deal The U.S. Trade Representative's office must now reschedule a round of trade negotiations with the 28-nation European Union, originally scheduled to begin Oct. 7.",U.S. Trade Representative's office,28-nation European Union,represents
5422,"Dealers now face ""de facto"" supervision from the bureau, said Thomas Hudson, a partner at Hudson Cook LLP, which represents auto dealers.",Thomas Hudson,auto dealers,represents
5423,"Dealer Discretion Dealers say the mark-up is a standard practice in wholesale-retail transactions and represents a reasonable price for their services, which include bringing in sales and handling paperwork.",Dealer,standard practice in wholesale-retail transactions,represents
5424,"While the EU bought 8.9 percent of Canadian exports in 2012, Canada represented 1.9 percent of total EU exports, according to Statistics Canada and Eurostat data.",EU,Canadian exports,represents
5425,"While the EU bought 8.9 percent of Canadian exports in 2012, Canada represented 1.9 percent of total EU exports, according to Statistics Canada and Eurostat data.",EU,Canadian exports,represents
5426,"Gross written premiums for individual life insurance products dropped to 11 billion euros in 2012 from 17.6 billion euros in 2007, according to data from the Dutch Association of Insurers , which represents 95 percent of the market.",Dutch Association of Insurers,95 percent of the market,represents
5428,There are three responses from the big banks that were ably represented this week at an Intelligence Squared debate in New York.,big banks,Intelligence Squared debate,represents
5429,Obama thwarted the Tea Party this week by getting an increase in the debt ceiling from a Republican-controlled House of Representatives without giving in to demands.,Obama,Tea Party,represents
5430,"""They have no coherent or ideological view on what they want to do with the economy."" Letta, 47, is a career politician who represents Italy's labor union-backed Democratic Party .",Letta,Italy's labor union-backed Democratic Party,represents
5431,Diaz is represented by the St. Louis federal public defender's office.,Diaz,St. Louis federal public defender's office,represents
5433,"Shareholders representing almost 147 million Class B voting shares backed the plan, according to a filing yesterday by New York-based Fox after the company's annual meeting in Los Angeles .",Shareholders,New York-based Fox,represents
5435,"In the U.K., where quotas are voluntary, the 30 Percent Club ranks FTSE 100 (UKX) companies by the scale of female representation on boards, but doesn't do a comprehensive ranking that also weighs women's roles in management.",30 Percent Club,FTSE 100 companies,represents
5436,"The regulator said executives at JPMorgan, Washington Mutual and Bear Stearns Cos., which were acquired by JPMorgan in 2008, knowingly misrepresented the quality of the loans underlying the bonds, among other things, according to the lawsuit filed in federal court in Manhattan.","JPMorgan, Washington Mutual, Bear Stearns Cos.",quality of the loans,represents
5438,"CropLife America, a trade group representing pesticide makers including Dow Chemical Co. (DOW) and DuPont Co. (DD) , said it will try to work with the Environmental Protection Agency to head off such a situation in any future shutdowns.",CropLife America,pesticide makers including Dow Chemical Co. and DuPont Co.,represents
5439,"â€˜Full Rights' New Jersey's civil-union law took effect in February 2007, after the court ruled in 2006 that the state must provide to same-sex couples â€˜â€˜the full rights and benefits enjoyed by heterosexual married couples.'' Seven years later, that law isn't working, Jacobson said in a case filed by Garden State Equality and Lambda Legal, which represents six same-sex couples and their children.",New Jersey's civil-union law,same-sex couples,represents
5440,"""We've done a lot already on discretionary, and the sequester is in place so it'll be harder to kick it down the road,"" said New Jersey Representative Scott Garrett , a Republican who sits on the House Budget Committee.",Scott Garrett,discretionary,represents
5441,"""The amount of revenue that's raised should match the spending cuts in the health arena,"" said Representative Kurt Schrader, an Oregon Democrat who sits on the Budget Committee.",Kurt Schrader,spending cuts in the health arena,represents
5442,"""You've got an opportunity to do some things that were in the president's budget and pro-growth tax policy,"" said Representative Tom Price , a Georgia Republican and vice chairman of the House Budget Committee.",Tom Price,pro-growth tax policy,represents
5443,"There also are entitlement proposals in Obama's plan palatable to Democrats, said Representative Jim Moran, a Virginia Democrat.",Obama's plan,entitlement proposals,represents
5444,"""We do need to negotiate our way out of the sequester, and I think the way to do so is to deal with some of the entitlement programs."" Rigell Proposal A plan by Republican Representative Scott Rigell of Virginia would rely on chained CPI, streamlined Medicare cost sharing and reduced farm subsidies for savings of $519 billion.",Scott Rigell,"chained CPI, streamlined Medicare cost sharing, reduced farm subsidies",represents
5445,"He told the New York Times that he represented something new in temperament, too -- a House speaker who wasn't a striving, ""Type A"" politician who plotted and fought his way to high office.",House speaker,New York Times,represents
5447,"The average compensation figures are derived by dividing the total compensation pool by the number of employees, and they don't represent individual workers' actual pay.",compensation pool,number of employees,represents
5448,"Firmwide pay costs represented 49 percent of adjusted revenue in the first nine months of the year, down from 52 percent in 2012.",Firmwide pay costs,adjusted revenue,represents
5449,"""Even if the court is to accept as true that there have been material misrepresentations"" the claims must be dismissed, Bransten said.",court,dismissal,represents
5450,"Aberdeen championed the appointment of Cunha as a director, making him Petrobras' first minority shareholder representative.",Aberdeen,Cunha,represents
5452,State Representative Joe Carr announced in August he would run against Alexander in next year's primary.,Joe Carr,run against Alexander in next year's primary,represents
5454,"Upton was fending off a challenge from Jack Hoogendyk, a former state representative backed by the Tea Party-aligned FreedomWorks, which posted online a ""Down with Upton"" petition.",Upton,Jack Hoogendyk,represents
5455,"BART's major unions are the SEIU, representing mechanics and clerical employees, and the Amalgamated Transit Union, which bargains for train operators and station agents.",BART's major unions,"SEIU, Amalgamated Transit Union",represents
5457,"An emergency election would need to take place as soon as possible for a replacement country to represent the African-Asian regional group, Afaf Konja, spokeswoman for the UN General Assembly's president, said by phone.",emergency election,replacement country,represents
5458,"The group will need to nominate a new candidate and hold elections before Dec. 31 to ensure that it's represented, Konja said.",group,"nomination, elections",represents
5459,"Chemical Inspections ""It is imperative that the election takes place before the new term begins so that the Security Council maintains its neutrality and represents all regional groups,"" she said, adding that the council will have to operate with an empty seat if no race is held in time.",The Security Council,all regional groups,represents
5461,"""Weak demand, along with fiscal consolidation measures, will represent a strong disinflationary factor next year."" GDP, Inflation Serbia's economy will grow no more than 0.5 percent next year, according to Oct. 14 estimates by Serbia's Fiscal Council, a three-member body appointed by parliament to oversee the government's fiscal compliance.",fiscal consolidation measures,Serbia's Fiscal Council,represents
5462,"In May, Connecticut said that after a 12-month audit it had reclassified 3,487 workers and uncovered $68.2 million in unreported payroll representing $1.3 million in lost payroll taxes.",Connecticut,workers,represents
5463,"In February, a New York state task force said it found 20,200 instances of workers treated as contractors in 2012, representing more than $282.5 million in unreported wages.",New York state task force,workers,represents
5464,"Workers often don't pay, according to Matt Capece, a representative of the general president of the United Brotherhood of Carpenters who investigates payroll fraud.",Matt Capece,general president of the United Brotherhood of Carpenters,represents
5467,"UN special envoy, Mary Robinson, a former president of Ireland, is in Kampala overseeing the peace talks with representatives from regional organizations including the International Conference for the Great Lakes Region.","UN special envoy, Mary Robinson",regional organizations,represents
5468,"The billionaire's appeals were exhausted on Aug. 1 when the Supreme Court upheld his guilty verdict and sent the public-office ban, which represents a portion of the sentence, back to the appeals court for review.",Supreme Court,public-office,represents
5469,"Following 10 years in Florida 's state Senate, Young was sworn in to the U.S. House of Representatives on Jan. 3, 1971.",Florida's state Senate,U.S. House of Representatives,represents
5470,The House Ethics Committee investigated Young and six other lawmakers for allegations they steered federal contracts to companies represented by the now-defunct lobbying firm known as PMA Group.,House Ethics Committee,lawmakers,represents
5471,Cevian's representatives couldn't immediately be reached for comment outside regular business hours.,Cevian's representatives,Cevian's,represents
5472,"The Association of Mortgage Investors, representing mutual funds and pensions, urged Holder in an Oct. 7 letter not to let banks saddle them with costs associated with relief for mortgage borrowers.",Association of Mortgage Investors,mutual funds and pensions,represents
5473,"The regulator said executives at JPMorgan, Washington Mutual and Bear Stearns Cos., which were acquired by JPMorgan in 2008, knowingly misrepresented the quality of the loans underlying the bonds, according to the lawsuit filed in federal court in Manhattan.","JPMorgan, Washington Mutual, Bear Stearns Cos.",the quality of the loans underlying the bonds,represents
5474,"""Many of the problematic transactions were done by banks that JPMorgan acquired during the financial crisis at the behest of the U.S. government -- not by JPMorgan itself."" UBS AG , Switzerland's largest bank, agreed to pay $885 million last month to settle claims it misrepresented the quality of the loans backing $4.5 billion in residential mortgage bonds it sponsored and $1.8 billion of third-party mortgage bonds sold to Fannie Mae and Freddie Mac.",UBS AG,residential mortgage bonds,represents
5475,"The number of loans for owner-occupied properties was lower than investors were told, and the bank's disclosures misrepresented the properties' value, according to the complaint.",owner-occupied properties,investors,represents
5476,"In late 2009, the entrepreneur's Melbourne-based representatives enlisted Downie's help to find a wine property near the city.",Downie's,wine property,represents
5478,Cevian's representatives couldn't immediately be reached for comment outside regular business hours.,Cevian's representatives,business,represents
5480,"""We've made real progress, and next time we have to reset and refocus on the debt and Obamacare,"" Representative Ted Yoho , the freshman Republican from Florida, said in an interview last week in his House office, hours before he voted against the deal that ended the government shutdown and prevented default.",Representative Ted Yoho,freshman Republican from Florida,represents
5481,"Russia attempted to add Kross to Interpol's wanted list last year in connection with the case, Reijo Valgjarv, an official with the Estonian central criminal police and an Interpol representative in the country, told the public broadcaster Oct. 19.","Reijo Valgjarv,",Interpol's wanted list,represents
5482,"It is dominated by the nation's 30 biggest conglomerates, rated mostly A+ or above, while BBB or lower-ranked companies represent less than 10 percent, according to Shinhan Investment Corp.",nation's 30 biggest conglomerates,Shinhan Investment Corp.,represents
5483,"The shekel, whose 5.5 percent gain against the dollar this year represents one of Flug's challenges, was little changed.",shekel,Flug's challenges,represents
5484,"Grain supplies in Canada also may wait longer than normal on farms or in storage because there isn't enough shipping capacity by a rail industry that transports about 95 percent of the nation's crops, said Wade Sobkowich, executive director of the Winnipeg-based Western Grain Elevator Association, which represents grain-handlers including Cargill and Glencore Xstrata Plc (GLEN) 's Viterra unit.",Western Grain Elevator Association,grain-handlers,represents
5485,"Exempt from local, state and federal taxes, Puerto Rican bonds are held by 77 percent of muni funds, according to Morningstar Inc. (MORN) About 180 funds representing more than $100 billion in assets, including those run by and OppenheimerFunds Inc., Franklin Templeton and Dreyfus, have weightings of 5 percent or more in Puerto Rico bonds, Morningstar said .",180 funds,$100 billion in assets,represents
5487,Russian federal troops have fought two wars after the collapse of the Soviet Union against separatists in nearby regions of the North Caucasus and violence by Islamic militants represents a continuing threat.,Islamic militants,continuing threat,represents
5488,"Cravath, Swaine & Moore LLP represented Crown Castle.","Cravath, Swaine & Moore LLP",Crown Castle,represents
5489,"Should the bankrupt city be left with only one citizen to pay taxes, the city would still have an obligation to keep paying monthly pensions, attorney Thomas R. Morris, who represents an association of retirees, said yesterday in court.",Thomas R. Morris,Association of retirees,represents
5490,"Now it is seeking to sublet about 40 percent of its space as rising interest rates start to hurt lenders, said Jay Carnahan , founder of Orion Property Partners Inc. , the Irvine , California-based brokerage representing CashCall.",Jay Carnahan,CashCall,represents
5491,"Sales to Europe, the Middle East and Africa represented 51 percent of the 78 billion-euro total in the last fiscal year.","Sales to Europe, the Middle East and Africa",51 percent of the 78 billion-euro,represents
5492,"""AMX could also opt to simply keep its powder dry for a while, pending any decisions with respect to Telecom Italia's intentions on its Tim Brazil asset."" Valuation Gap A representative for America Movil declined to comment on the company's acquisition plans.",Valuation Gap A,America Movil,represents
5493,"European Opportunity ""Europe still represents an opportunity,"" he said in a phone interview.",Europe,opportunity,represents
5494,"That segment now represents 75 percent of total wireless users, up from 66 percent a year ago.",That segment,75 percent of total wireless users,represents
5496,"New office supply in the U.S. represented just 0.3 percent of existing stock, less than half the 10-year average of 1.2 percent, according to commercial real-estate services firm, CBRE Group.",New office supply in the U.S.,0.3 percent of existing stock,represents
5497,"Assistant U.S. Attorney Pierre Armand asked the judge to impose a penalty of as much as $848 million, representing the gross losses to Fannie Mae (FNMA) and Freddie Mac.",$848 million,gross losses,represents
5498,"His minority cabinet, backed by the Socialists and the Movement for Rights and Freedoms, which represents ethnic Turks, has survived about four months of street protests against what demonstrators say is a corrupt political system and two no-confidence votes.",Minority cabinet,Ethnic Turks,represents
5499,"Snyder, a Republican, is being called as a witness by the United Auto Workers , which represents some city workers and is trying to show that the bankruptcy filing wasn't in good faith.",United Auto workers union,city workers,represents
5500,"""Detroit is bankrupt in every sense of the word, including legally,"" said Bogdanoff, who is representing Jefferson County, Alabama , in its bankruptcy case.",Bogdanoff,"Jefferson County, Alabama",represents
5501,"""We think we should win,"" said Sharon Levine, a partner at the law firm Lowenstein Sandler PC who is representing one of Detroit's biggest unions, the American Federation of State County and Municipal Employees.",Sharon Levine,The American Federation of State Country and Municipal Employees,represents
5502,"Governor's Testimony Governor Rick Snyder , who testified under oath in a videotaped deposition earlier this month, may be called as a witness by the United Auto Workers union, which represents some city workers.",United Auto workers union,city workers,represents
5503,"Because the city's finances are so clearly in crisis, that argument will be hard to win, said Ginter, who represented retired workers in the bankruptcy case of Vallejo, California.",Ginter,retired workers,represents
5504,"The forecast cut represents a further blow for the brewer, which lowered its expectations for sales growth in April.",The forecast cut,a further blow for the brewer,represents
5505,"Pension liabilities represent 678 percent of Chicago's revenue, according to a Moody's study released Sept. 26.",Pension liabilities,678 percent of Chicago's Revenue,represents
5506,"""There will be banks that have a challenge ahead."" The ECB included four banks represented by the BVR in its preliminary list of 124 firms, which is subject to change next year.",BVR,ECB included four banks,represents
5510,"""This is how we ought to work,"" Representative Steny Hoyer of Maryland , the No.",Steny Hoyer,Maryland,represents
5511,"â€˜Be Fixed' ""It is premature to consider that,"" Maryland Representative Steny Hoyer, the House's No.",Steny Hoyer,Maryland,represents
5512,"â€˜This Way' Tomorrow's hearing is meant to determine whether breakdowns at www.healthcare.gov were caused by the contractors, or ""were they told to do it this way"" by the Department of Health and Human Services, Representative Tim Murphy, a Pennsylvania Republican, told reporters in Washington.",Tim Murphy,Department of Health and Human Services,represents
5513,"You know what's right."" Apple is ""slinging mud"" because it needs the technology and knows it has to take a license to the patent, Sam Baxter of McKool Smith in Marshall, representing Wi-Lan, told the jury.",Wi-Lan,Apple,represents
5514,"Some of that $30 loss was The Banks' Fault; that is, it was attributable to various specific misrepresentations about underwriting, etc.",$30 loss,The Banks' Fault,represents
5515,"If its misrepresentations weren't material enough for a jury to hold it liable, then it pays zero of the losses -- even if there were some misrepresentations that mattered somewhat.",It pays zero of the losses,Jury,represents
5516,"""I'm deeply troubled, though not surprised"" by the development, Representative Maxine Waters of California , the top Democrat on the Financial Services Committee, said in a statement.",Maxine Waters , Financial Services Committee,represents
5518,"The new agreements represented a year-on-year average increase of 118 percent on the governing body's previous broadcasting arrangements, Chief Executive Officer James Sutherland said at the time.",The new agreements,James Sutherland,represents
5520,"""The larger the number of parties represented in parliament and the broader the governing coalition, the less likely it will be to serve its term in office,"" Tsveta Petrova, an analyst at New York-based Eurasia Group, said by e-mail.",Tsveta Petrova,parliament,represents
5522,"She and Sherwood are representing the American Federation of State, County and Municipal Employees.",She and Sherwood,"American Federation of State, County and Municipal Employees",represents
5523,"Snyder, a Republican, is being called as a witness by the United Auto Workers , which represents some city workers and is trying to show that the bankruptcy filing wasn't in good faith.",Snyder,United Auto Workers,represents
5524,"Snyder, a Republican, is being called as a witness by the United Auto Workers , which represents some city workers and is trying to show that the bankruptcy filing wasn't in good faith.",Snyder,United Auto Workers,represents
5526,"Pirker's flight in Virginia ran afoul of rules that the Academy of Model Aeronautics , a Muncie, Indiana, group representing more than 150,000 hobbyists, recommends for its members, Richard Hanson, a spokesman said.",The Academy of Model Aeronautics,Richard Hanson,represents
5527,"""This is how we ought to work,"" Representative Steny Hoyer of Maryland , the No.",Steny Hoyer ,The No.,represents
5529,"The company also mines copper, which represented 30 percent of sales, and zinc, which made up 25 percent.",Copper,zinc,represents
5530,"The proposal, which he said represents a regulatory breakthrough, is ""more stringent in a few areas"" -- making it ""super-equivalent"" to Basel.",The proposal,"more stringent in a few areas -- making it ""super-equivalent"" to Basel.",represents
5532,"Bonds represented 43 percent of assets, and hybrid funds with stocks and fixed income accounted for 16 percent.",Bonds,hybrid funds with stocks and fixed income,represents
5533,"Representatives warned Oct. 18 of potentially ""disastrous consequences"" for growers and consumers if the visas are not processed quickly.",Representatives,visas,represents
5534,"Applications from 230 employers representing 10,600 workers were delayed by the shutdown, according to Egan Reich, a spokesman for the Labor Department.",230 employers,"10,600 workers",represents
5535,"""We lost 16 days during the government shutdown at a critical time when growers get approval for temporary guest-worker visas."" ""We've heard that they did bring in additional staff,"" Jason Resnick, vice president and general counsel, of Western Growers, which represents about 2,500 family produce farmers in Arizona and California .", government shutdown,Jason Resnick,represents
5536,"Axel Schimmelpfennig, the IMF's senior representative in South Africa, also declined to comment.",Axel Schimmelpfennig,IMF's senior representative in South Africa,represents
5537,"That's what helped the initiative win the backing of 70 institutional investors, representing about $3 trillion in assets.",The initiative,70 institutional investors,represents
